Index;tmsp;country;amount;success;PSP;3D_secured;card
27332;43497,93712;Germany;183;0;UK_Card;0;Master
27333;43497,93774;Germany;183;0;Simplecard;0;Master
27334;43497,938;Germany;183;0;Simplecard;0;Master
27335;43497,93851;Germany;183;0;UK_Card;0;Master
27336;43497,93889;Germany;183;1;Simplecard;0;Master
27337;43497,94039;Germany;377;0;UK_Card;0;Visa
27338;43497,94093;Germany;377;0;UK_Card;0;Visa
27339;43497,94139;Germany;377;0;UK_Card;0;Visa
27340;43497,94146;Germany;377;0;UK_Card;0;Visa
27341;43497,94203;Germany;377;0;Simplecard;0;Visa
27342;43497,94205;Germany;377;0;UK_Card;0;Visa
27343;43497,94207;Germany;377;1;UK_Card;0;Visa
27344;43497,94388;Austria;78;0;UK_Card;1;Master
27345;43497,94406;Austria;78;0;UK_Card;1;Master
27346;43497,94469;Austria;78;0;UK_Card;1;Master
27347;43497,9448;Austria;78;0;UK_Card;1;Master
27348;43497,94759;Germany;207;1;UK_Card;1;Diners
27349;43497,94935;Austria;180;0;UK_Card;0;Visa
27350;43497,94936;Austria;180;0;Simplecard;0;Visa
27351;43497,94988;Austria;180;0;UK_Card;0;Visa
27352;43497,94997;Austria;180;0;Moneycard;0;Visa
27353;43497,95163;Austria;377;0;UK_Card;1;Visa
27354;43497,95228;Austria;377;0;UK_Card;1;Visa
27355;43497,95468;Austria;216;0;Simplecard;0;Master
27356;43497,95594;Austria;302;1;UK_Card;0;Visa
27357;43497,95685;Germany;249;1;Goldcard;0;Master
27358;43497,95831;Germany;95;0;Moneycard;0;Diners
27359;43497,9613;Austria;325;0;Simplecard;0;Visa
27360;43497,96183;Austria;325;0;UK_Card;0;Visa
27361;43497,96196;Austria;325;0;Simplecard;0;Visa
27362;43497,96251;Austria;325;0;Moneycard;0;Visa
27363;43497,96271;Austria;325;1;UK_Card;0;Visa
27364;43497,96363;Germany;311;0;Moneycard;0;Master
27365;43497,96457;Germany;215;0;UK_Card;0;Visa
27366;43497,96479;Germany;215;0;UK_Card;0;Visa
27367;43497,96527;Germany;215;1;UK_Card;0;Visa
27368;43497,96763;Germany;293;1;UK_Card;0;Master
27369;43497,96928;Switzerland;101;0;UK_Card;0;Master
27370;43497,96928;Switzerland;101;0;UK_Card;0;Master
27371;43497,96979;Switzerland;101;0;UK_Card;0;Master
27372;43497,97185;Austria;88;0;Moneycard;0;Master
27373;43497,97197;Austria;88;0;Simplecard;0;Master
27374;43497,97253;Austria;88;0;UK_Card;0;Master
27375;43497,97362;Austria;186;0;UK_Card;1;Diners
27376;43497,97438;Switzerland;234;0;Simplecard;0;Master
27377;43497,9744;Switzerland;234;0;Moneycard;0;Master
27378;43497,97561;Austria;268;0;UK_Card;0;Visa
27379;43497,97584;Austria;268;0;Simplecard;0;Visa
27380;43497,97663;Germany;71;0;UK_Card;0;Diners
27381;43497,97672;Germany;71;0;UK_Card;0;Diners
27382;43497,97685;Germany;71;0;UK_Card;0;Diners
27383;43497,97899;Austria;263;1;Simplecard;0;Visa
27384;43497,9797;Germany;183;0;UK_Card;1;Master
27385;43497,9798;Germany;183;0;UK_Card;1;Master
27386;43497,9798;Germany;183;0;Simplecard;1;Master
27387;43497,98145;Germany;280;0;Simplecard;0;Master
27388;43497,98561;Switzerland;244;0;Simplecard;0;Master
27389;43497,986;Switzerland;244;0;Goldcard;0;Master
27390;43497,98671;Germany;260;0;UK_Card;1;Master
27391;43497,98681;Germany;260;0;UK_Card;1;Master
27392;43497,98716;Germany;260;0;UK_Card;1;Master
27393;43497,98725;Germany;260;0;Simplecard;1;Master
27394;43497,98858;Germany;265;0;UK_Card;0;Master
27395;43497,98887;Germany;265;0;UK_Card;0;Master
27396;43497,98895;Germany;265;0;UK_Card;0;Master
27397;43497,98905;Germany;265;0;Simplecard;0;Master
27398;43497,98939;Germany;265;0;UK_Card;0;Master
27399;43497,9897;Germany;265;0;Moneycard;0;Master
27400;43497,99009;Germany;265;0;Moneycard;0;Master
27401;43497,99061;Germany;265;1;UK_Card;0;Master
27402;43497,99168;Switzerland;154;0;Moneycard;0;Master
27403;43497,99219;Switzerland;154;0;Moneycard;0;Master
27404;43497,99345;Austria;48;1;Moneycard;1;Master
27405;43497,99421;Austria;79;1;Moneycard;1;Diners
27406;43497,99707;Switzerland;158;0;UK_Card;0;Master
27407;43497,99762;Switzerland;158;0;UK_Card;0;Master
27408;43497,99816;Switzerland;158;0;Simplecard;0;Master
27409;43497,99845;Switzerland;158;0;UK_Card;0;Master
27410;43498,00044;Germany;16;0;UK_Card;0;Master
27411;43498,00051;Germany;16;0;UK_Card;0;Master
27412;43498,00124;Germany;155;0;UK_Card;0;Master
27413;43498,00285;Germany;343;0;UK_Card;0;Master
27414;43498,00301;Germany;343;0;Moneycard;0;Master
27415;43498,0036;Germany;343;0;Simplecard;0;Master
27416;43498,00397;Germany;343;0;UK_Card;0;Master
27417;43498,0049;Germany;186;0;UK_Card;1;Master
27418;43498,00543;Germany;186;1;UK_Card;1;Master
27419;43498,00641;Germany;313;1;UK_Card;1;Visa
27420;43498,00981;Austria;309;0;UK_Card;1;Master
27421;43498,00983;Austria;309;0;Simplecard;1;Master
27422;43498,01102;Austria;314;0;UK_Card;0;Master
27423;43498,01146;Austria;314;0;Moneycard;0;Master
27424;43498,0115;Austria;314;1;UK_Card;0;Master
27425;43498,01223;Austria;372;0;Simplecard;0;Visa
27426;43498,01499;Switzerland;214;0;Simplecard;0;Visa
27427;43498,01623;Germany;89;0;Simplecard;0;Visa
27428;43498,0175;Germany;410;0;UK_Card;0;Master
27429;43498,01752;Germany;410;0;Simplecard;0;Master
27430;43498,01887;Germany;92;0;UK_Card;0;Master
27431;43498,01899;Germany;92;0;UK_Card;0;Master
27432;43498,0192;Germany;92;0;UK_Card;0;Master
27433;43498,02045;Germany;103;0;Simplecard;0;Master
27434;43498,02353;Germany;161;1;UK_Card;1;Visa
27435;43498,02475;Germany;159;0;Moneycard;0;Master
27436;43498,02659;Germany;251;0;UK_Card;0;Master
27437;43498,0266;Germany;251;1;Moneycard;0;Master
27438;43498,02734;Switzerland;190;0;UK_Card;0;Master
27439;43498,02753;Switzerland;190;1;Simplecard;0;Master
27440;43498,02824;Germany;205;0;UK_Card;1;Master
27441;43498,02868;Germany;205;0;Moneycard;1;Master
27442;43498,02932;Germany;205;0;Simplecard;1;Master
27443;43498,0302;Germany;269;0;UK_Card;0;Master
27444;43498,03036;Germany;269;0;Simplecard;0;Master
27445;43498,0308;Germany;269;0;Moneycard;0;Master
27446;43498,03167;Austria;137;0;Moneycard;0;Diners
27447;43498,03194;Austria;137;0;Goldcard;0;Diners
27448;43498,03289;Germany;100;0;UK_Card;0;Diners
27449;43498,03501;Germany;174;0;Goldcard;0;Diners
27450;43498,03542;Germany;174;0;Goldcard;0;Diners
27451;43498,03705;Austria;15;1;Moneycard;0;Master
27452;43498,03925;Austria;177;0;Moneycard;0;Master
27453;43498,04043;Germany;32;0;Goldcard;0;Visa
27454;43498,04095;Germany;32;0;Moneycard;0;Visa
27455;43498,04113;Germany;32;0;Moneycard;0;Visa
27456;43498,04159;Germany;32;0;UK_Card;0;Visa
27457;43498,04175;Germany;32;0;Moneycard;0;Visa
27458;43498,04176;Germany;32;0;UK_Card;0;Visa
27459;43498,04207;Germany;32;0;Moneycard;0;Visa
27460;43498,0423;Germany;32;0;Simplecard;0;Visa
27461;43498,04354;Switzerland;378;0;Moneycard;0;Master
27462;43498,04376;Switzerland;378;0;Simplecard;0;Master
27463;43498,04655;Germany;120;0;Moneycard;0;Visa
27464;43498,04869;Switzerland;278;0;UK_Card;0;Visa
27465;43498,04894;Switzerland;278;0;Moneycard;0;Visa
27466;43498,04939;Switzerland;278;1;UK_Card;0;Visa
27467;43498,05127;Germany;266;0;UK_Card;0;Master
27468;43498,05169;Germany;266;1;UK_Card;0;Master
27469;43498,05631;Germany;116;1;UK_Card;0;Master
27470;43498,05892;Germany;286;0;UK_Card;0;Diners
27471;43498,05905;Germany;286;0;UK_Card;0;Diners
27472;43498,05938;Germany;286;0;UK_Card;0;Diners
27473;43498,05956;Germany;286;0;UK_Card;0;Diners
27474;43498,06095;Germany;240;1;UK_Card;1;Visa
27475;43498,06192;Germany;245;1;Goldcard;0;Master
27476;43498,06323;Germany;201;0;UK_Card;1;Visa
27477;43498,0637;Germany;201;1;UK_Card;1;Visa
27478;43498,06781;Germany;315;0;Goldcard;0;Diners
27479;43498,06818;Germany;315;0;UK_Card;0;Diners
27480;43498,06831;Germany;315;0;UK_Card;0;Diners
27481;43498,06836;Germany;315;1;Simplecard;0;Diners
27482;43498,06959;Austria;185;0;UK_Card;0;Master
27483;43498,06961;Austria;185;0;UK_Card;0;Master
27484;43498,06984;Austria;185;0;UK_Card;0;Master
27485;43498,07031;Austria;185;0;Goldcard;0;Master
27486;43498,07066;Austria;185;1;UK_Card;0;Master
27487;43498,07345;Switzerland;446;0;Simplecard;0;Diners
27488;43498,07492;Germany;153;0;Moneycard;0;Master
27489;43498,07713;Germany;183;0;UK_Card;0;Master
27490;43498,07773;Germany;183;0;UK_Card;0;Master
27491;43498,07778;Germany;183;0;UK_Card;0;Master
27492;43498,07828;Germany;183;0;Simplecard;0;Master
27493;43498,07994;Switzerland;323;0;Simplecard;0;Master
27494;43498,07997;Switzerland;323;0;UK_Card;0;Master
27495;43498,08001;Switzerland;323;0;UK_Card;0;Master
27496;43498,0806;Switzerland;323;0;UK_Card;0;Master
27497;43498,081;Switzerland;323;0;Moneycard;0;Master
27498;43498,08101;Switzerland;323;1;UK_Card;0;Master
27499;43498,08236;Austria;130;0;Simplecard;1;Master
27500;43498,08274;Austria;130;0;UK_Card;1;Master
27501;43498,08321;Austria;130;0;UK_Card;1;Master
27502;43498,08361;Austria;130;0;Simplecard;1;Master
27503;43498,08449;Germany;78;1;Simplecard;0;Master
27504;43498,08587;Austria;372;0;Simplecard;0;Master
27505;43498,08588;Austria;372;0;UK_Card;0;Master
27506;43498,08606;Austria;372;1;UK_Card;0;Master
27507;43498,08924;Germany;206;0;UK_Card;1;Master
27508;43498,09051;Germany;150;0;Simplecard;1;Master
27509;43498,09193;Germany;270;1;UK_Card;0;Visa
27510;43498,09471;Switzerland;314;0;Simplecard;0;Visa
27511;43498,0948;Switzerland;314;1;UK_Card;0;Visa
27512;43498,09645;Germany;252;0;Simplecard;1;Diners
27513;43498,09677;Germany;252;0;Moneycard;1;Diners
27514;43498,09692;Germany;252;0;Simplecard;1;Diners
27515;43498,09734;Germany;252;0;Simplecard;1;Diners
27516;43498,0995;Germany;239;0;Moneycard;0;Master
27517;43498,10045;Germany;255;0;UK_Card;0;Diners
27518;43498,10201;Germany;285;0;UK_Card;1;Visa
27519;43498,10245;Germany;285;0;Simplecard;1;Visa
27520;43498,1064;Germany;105;0;UK_Card;0;Master
27521;43498,1067;Germany;105;0;UK_Card;0;Master
27522;43498,10725;Germany;105;0;Moneycard;0;Master
27523;43498,10929;Germany;9;0;UK_Card;0;Diners
27524;43498,11032;Germany;353;1;UK_Card;0;Master
27525;43498,11303;Germany;265;0;UK_Card;1;Master
27526;43498,11311;Germany;265;1;UK_Card;1;Master
27527;43498,11551;Germany;210;1;UK_Card;1;Diners
27528;43498,11722;Switzerland;15;1;Simplecard;1;Master
27529;43498,11935;Germany;240;0;Simplecard;0;Master
27530;43498,11944;Germany;240;0;Simplecard;0;Master
27531;43498,12161;Germany;127;0;UK_Card;1;Diners
27532;43498,12167;Germany;127;0;UK_Card;1;Diners
27533;43498,12282;Germany;45;0;UK_Card;0;Visa
27534;43498,12318;Germany;45;0;Simplecard;0;Visa
27535;43498,1234;Germany;45;0;Moneycard;0;Visa
27536;43498,12345;Germany;45;0;UK_Card;0;Visa
27537;43498,1235;Germany;45;0;Goldcard;0;Visa
27538;43498,12353;Germany;45;0;UK_Card;0;Visa
27539;43498,12356;Germany;45;1;UK_Card;0;Visa
27540;43498,12446;Germany;165;1;UK_Card;0;Visa
27541;43498,12557;Germany;190;1;Moneycard;1;Master
27542;43498,12698;Germany;205;0;Moneycard;0;Visa
27543;43498,12762;Germany;205;0;UK_Card;0;Visa
27544;43498,12795;Germany;205;1;Simplecard;0;Visa
27545;43498,12873;Germany;49;0;Simplecard;0;Master
27546;43498,12925;Germany;49;0;Simplecard;0;Master
27547;43498,13109;Germany;231;0;Moneycard;0;Visa
27548;43498,13164;Germany;231;0;UK_Card;0;Visa
27549;43498,13189;Germany;231;0;UK_Card;0;Visa
27550;43498,13199;Germany;231;1;UK_Card;0;Visa
27551;43498,13448;Germany;279;0;UK_Card;1;Master
27552;43498,1345;Germany;279;1;UK_Card;1;Master
27553;43498,13593;Germany;321;1;UK_Card;0;Master
27554;43498,13809;Germany;310;0;UK_Card;1;Diners
27555;43498,1385;Germany;310;0;UK_Card;1;Diners
27556;43498,13866;Germany;310;0;Moneycard;1;Diners
27557;43498,13895;Germany;310;0;UK_Card;1;Diners
27558;43498,13909;Germany;310;0;Simplecard;1;Diners
27559;43498,14017;Germany;247;1;Moneycard;1;Visa
27560;43498,14235;Germany;192;0;Simplecard;0;Master
27561;43498,14611;Germany;192;0;Moneycard;0;Visa
27562;43498,14628;Germany;192;0;Moneycard;0;Visa
27563;43498,14778;Germany;227;0;Simplecard;0;Visa
27564;43498,14787;Germany;227;0;UK_Card;0;Visa
27565;43498,14803;Germany;227;1;Moneycard;0;Visa
27566;43498,14876;Germany;309;0;UK_Card;0;Diners
27567;43498,14883;Germany;309;0;Goldcard;0;Diners
27568;43498,1489;Germany;309;0;Simplecard;0;Diners
27569;43498,14953;Germany;309;0;UK_Card;0;Diners
27570;43498,15098;Austria;201;0;UK_Card;0;Diners
27571;43498,15137;Austria;201;0;Simplecard;0;Diners
27572;43498,15144;Austria;201;1;UK_Card;0;Diners
27573;43498,1526;Austria;44;0;Simplecard;1;Diners
27574;43498,15506;Switzerland;133;0;Moneycard;0;Diners
27575;43498,15541;Switzerland;133;0;Simplecard;0;Diners
27576;43498,15647;Germany;214;1;UK_Card;1;Master
27577;43498,15729;Germany;100;0;Simplecard;1;Master
27578;43498,16036;Germany;134;0;Simplecard;0;Master
27579;43498,16046;Germany;134;1;UK_Card;0;Master
27580;43498,16118;Switzerland;290;0;UK_Card;1;Diners
27581;43498,16127;Switzerland;290;1;Simplecard;1;Diners
27582;43498,16447;Germany;225;0;Simplecard;0;Diners
27583;43498,16453;Germany;225;0;UK_Card;0;Diners
27584;43498,1653;Austria;251;1;UK_Card;0;Master
27585;43498,16602;Austria;171;0;Moneycard;1;Master
27586;43498,16604;Austria;171;0;Simplecard;1;Master
27587;43498,16641;Austria;171;0;UK_Card;1;Master
27588;43498,16697;Austria;171;1;Simplecard;1;Master
27589;43498,16991;Germany;121;0;Simplecard;0;Master
27590;43498,17176;Switzerland;48;1;UK_Card;0;Diners
27591;43498,17263;Switzerland;170;0;UK_Card;0;Visa
27592;43498,17263;Switzerland;170;1;Goldcard;0;Visa
27593;43498,17688;Germany;167;1;UK_Card;0;Visa
27594;43498,17794;Germany;30;0;Simplecard;0;Diners
27595;43498,17881;Austria;199;0;UK_Card;0;Master
27596;43498,18127;Germany;261;1;UK_Card;0;Visa
27597;43498,18216;Germany;175;0;Moneycard;0;Master
27598;43498,18295;Switzerland;217;0;UK_Card;0;Diners
27599;43498,18332;Switzerland;217;0;UK_Card;0;Diners
27600;43498,18358;Switzerland;217;0;UK_Card;0;Diners
27601;43498,18406;Switzerland;217;0;UK_Card;0;Diners
27602;43498,18433;Switzerland;217;0;Moneycard;0;Diners
27603;43498,18435;Switzerland;217;0;UK_Card;0;Diners
27604;43498,18466;Switzerland;217;0;Simplecard;0;Diners
27605;43498,18505;Switzerland;217;0;UK_Card;0;Diners
27606;43498,18525;Switzerland;217;1;UK_Card;0;Diners
27607;43498,18709;Germany;364;0;Simplecard;0;Visa
27608;43498,18736;Germany;364;1;UK_Card;0;Visa
27609;43498,18846;Germany;34;1;Goldcard;0;Master
27610;43498,18992;Germany;275;0;Simplecard;0;Master
27611;43498,19108;Germany;330;0;Moneycard;0;Master
27612;43498,1928;Switzerland;326;0;UK_Card;0;Master
27613;43498,19323;Switzerland;326;0;UK_Card;0;Master
27614;43498,19417;Germany;381;0;UK_Card;0;Master
27615;43498,19419;Germany;381;0;Simplecard;0;Master
27616;43498,19494;Germany;165;0;UK_Card;1;Master
27617;43498,19609;Switzerland;126;1;UK_Card;0;Master
27618;43498,19999;Germany;44;1;Moneycard;0;Master
27619;43498,20265;Switzerland;203;1;UK_Card;1;Diners
27620;43498,20688;Germany;153;0;UK_Card;0;Master
27621;43498,20718;Germany;153;1;UK_Card;0;Master
27622;43498,20859;Germany;30;0;Simplecard;0;Master
27623;43498,2091;Germany;30;0;UK_Card;0;Master
27624;43498,20933;Germany;30;1;Goldcard;0;Master
27625;43498,21137;Austria;182;0;UK_Card;0;Visa
27626;43498,21153;Austria;182;1;Moneycard;0;Visa
27627;43498,21241;Austria;47;0;Simplecard;0;Master
27628;43498,21471;Germany;41;0;Simplecard;0;Master
27629;43498,21648;Germany;168;1;UK_Card;1;Master
27630;43498,21797;Germany;235;0;UK_Card;1;Visa
27631;43498,21839;Germany;235;0;Simplecard;1;Visa
27632;43498,21856;Germany;235;0;Simplecard;1;Visa
27633;43498,2187;Germany;235;0;UK_Card;1;Visa
27634;43498,21904;Germany;235;1;Moneycard;1;Visa
27635;43498,22078;Germany;451;0;UK_Card;1;Visa
27636;43498,2212;Germany;451;0;Moneycard;1;Visa
27637;43498,22294;Germany;285;0;UK_Card;0;Master
27638;43498,22302;Germany;285;0;UK_Card;0;Master
27639;43498,2237;Germany;285;0;UK_Card;0;Master
27640;43498,22484;Switzerland;143;0;UK_Card;0;Master
27641;43498,22501;Switzerland;143;1;UK_Card;0;Master
27642;43498,22593;Switzerland;49;0;UK_Card;0;Visa
27643;43498,22682;Germany;188;1;UK_Card;1;Diners
27644;43498,22919;Austria;328;0;UK_Card;0;Master
27645;43498,22924;Austria;328;0;UK_Card;0;Master
27646;43498,2294;Austria;328;0;UK_Card;0;Master
27647;43498,23005;Austria;328;0;UK_Card;0;Master
27648;43498,23076;Austria;218;1;Simplecard;1;Visa
27649;43498,23291;Germany;43;0;UK_Card;1;Master
27650;43498,23309;Germany;43;1;UK_Card;1;Master
27651;43498,234;Germany;223;0;Simplecard;0;Master
27652;43498,23594;Germany;160;0;Moneycard;0;Master
27653;43498,23617;Germany;160;0;Simplecard;0;Master
27654;43498,23628;Germany;160;0;UK_Card;0;Master
27655;43498,23677;Germany;160;1;UK_Card;0;Master
27656;43498,23755;Germany;169;0;UK_Card;0;Visa
27657;43498,23814;Germany;169;0;Moneycard;0;Visa
27658;43498,23874;Germany;169;0;UK_Card;0;Visa
27659;43498,23898;Germany;169;0;Simplecard;0;Visa
27660;43498,24013;Germany;336;0;Simplecard;0;Master
27661;43498,24061;Germany;336;0;UK_Card;0;Master
27662;43498,24097;Germany;336;1;Simplecard;0;Master
27663;43498,24258;Germany;249;1;UK_Card;0;Visa
27664;43498,24444;Germany;242;0;Simplecard;0;Master
27665;43498,24448;Germany;242;1;UK_Card;0;Master
27666;43498,24811;Germany;126;0;Simplecard;0;Master
27667;43498,24838;Germany;126;0;UK_Card;0;Master
27668;43498,24877;Germany;126;0;UK_Card;0;Master
27669;43498,24947;Germany;126;0;Simplecard;0;Master
27670;43498,24955;Germany;126;0;UK_Card;0;Master
27671;43498,25009;Germany;126;0;UK_Card;0;Master
27672;43498,25074;Germany;126;0;UK_Card;0;Master
27673;43498,25094;Germany;126;0;UK_Card;0;Master
27674;43498,25108;Germany;126;0;Simplecard;0;Master
27675;43498,25192;Austria;352;1;UK_Card;0;Master
27676;43498,2533;Germany;273;0;Moneycard;0;Visa
27677;43498,25603;Germany;24;0;UK_Card;1;Master
27678;43498,25625;Germany;24;0;Simplecard;1;Master
27679;43498,25637;Germany;24;0;Moneycard;1;Master
27680;43498,25677;Germany;24;1;UK_Card;1;Master
27681;43498,25855;Switzerland;282;1;Goldcard;0;Visa
27682;43498,25985;Germany;66;1;UK_Card;1;Diners
27683;43498,26096;Germany;87;0;UK_Card;0;Diners
27684;43498,26133;Germany;87;0;Goldcard;0;Diners
27685;43498,26137;Germany;87;0;UK_Card;0;Diners
27686;43498,26189;Germany;87;0;UK_Card;0;Diners
27687;43498,26228;Germany;87;1;UK_Card;0;Diners
27688;43498,26343;Germany;258;0;UK_Card;0;Master
27689;43498,26381;Germany;258;1;Simplecard;0;Master
27690;43498,26726;Austria;447;0;UK_Card;0;Master
27691;43498,26742;Austria;447;0;UK_Card;0;Master
27692;43498,26755;Austria;447;0;Simplecard;0;Master
27693;43498,26816;Austria;447;0;UK_Card;0;Master
27694;43498,26816;Austria;447;0;UK_Card;0;Master
27695;43498,26972;Germany;198;1;Simplecard;0;Master
27696;43498,2706;Germany;315;1;UK_Card;0;Master
27697;43498,27318;Germany;190;0;UK_Card;0;Master
27698;43498,27321;Germany;190;0;Simplecard;0;Master
27699;43498,27354;Germany;190;0;UK_Card;0;Master
27700;43498,27457;Germany;136;0;Moneycard;1;Master
27701;43498,27537;Germany;292;0;UK_Card;0;Master
27702;43498,27565;Germany;292;0;Moneycard;0;Master
27703;43498,27641;Germany;255;0;UK_Card;1;Visa
27704;43498,27685;Germany;255;0;Moneycard;1;Visa
27705;43498,27942;Germany;269;0;Moneycard;0;Visa
27706;43498,28213;Germany;382;0;Simplecard;0;Diners
27707;43498,28295;Germany;99;0;Simplecard;0;Master
27708;43498,28416;Germany;46;1;Moneycard;0;Master
27709;43498,2849;Switzerland;154;0;Moneycard;0;Master
27710;43498,28534;Switzerland;154;0;UK_Card;0;Master
27711;43498,2873;Austria;226;1;UK_Card;0;Diners
27712;43498,28809;Germany;182;1;Simplecard;1;Diners
27713;43498,289;Switzerland;341;1;UK_Card;0;Visa
27714;43498,29023;Germany;77;0;Moneycard;0;Diners
27715;43498,29056;Germany;77;0;UK_Card;0;Diners
27716;43498,29078;Germany;77;1;UK_Card;0;Diners
27717;43498,29272;Switzerland;81;1;UK_Card;0;Master
27718;43498,2938;Austria;146;0;Simplecard;1;Diners
27719;43498,29399;Austria;146;0;UK_Card;1;Diners
27720;43498,29429;Austria;146;0;Simplecard;1;Diners
27721;43498,29524;Germany;310;0;Simplecard;0;Master
27722;43498,29719;Germany;177;1;Moneycard;0;Diners
27723;43498,29894;Germany;205;0;Simplecard;0;Master
27724;43498,29896;Germany;205;0;Simplecard;0;Master
27725;43498,29944;Germany;205;0;UK_Card;0;Master
27726;43498,29947;Germany;205;0;Simplecard;0;Master
27727;43498,30053;Germany;181;0;UK_Card;1;Visa
27728;43498,30096;Germany;181;0;Simplecard;1;Visa
27729;43498,30102;Germany;181;1;UK_Card;1;Visa
27730;43498,30253;Germany;198;0;Simplecard;0;Diners
27731;43498,30603;Germany;87;0;UK_Card;0;Visa
27732;43498,30635;Germany;87;1;UK_Card;0;Visa
27733;43498,31229;Austria;73;0;UK_Card;1;Visa
27734;43498,31244;Austria;73;1;UK_Card;1;Visa
27735;43498,31438;Germany;154;0;Moneycard;1;Master
27736;43498,31679;Switzerland;128;0;UK_Card;0;Master
27737;43498,31707;Switzerland;128;0;Simplecard;0;Master
27738;43498,31803;Germany;271;0;UK_Card;0;Master
27739;43498,31809;Germany;271;0;Simplecard;0;Master
27740;43498,31873;Germany;271;0;Moneycard;0;Master
27741;43498,32096;Germany;172;0;Simplecard;1;Master
27742;43498,32164;Germany;172;0;UK_Card;1;Master
27743;43498,32233;Germany;172;1;UK_Card;1;Master
27744;43498,32395;Germany;306;0;UK_Card;1;Visa
27745;43498,32447;Germany;306;0;UK_Card;1;Visa
27746;43498,32459;Germany;306;0;Moneycard;1;Visa
27747;43498,32531;Austria;305;1;UK_Card;1;Diners
27748;43498,32632;Germany;156;0;Moneycard;1;Visa
27749;43498,3267;Germany;156;0;UK_Card;1;Visa
27750;43498,33;Austria;184;1;UK_Card;1;Visa
27751;43498,33161;Germany;234;1;UK_Card;0;Master
27752;43498,33273;Germany;288;1;Moneycard;0;Diners
27753;43498,33398;Germany;232;0;Moneycard;0;Diners
27754;43498,33557;Germany;128;1;Simplecard;1;Master
27755;43498,3384;Germany;217;1;Simplecard;1;Visa
27756;43498,33924;Switzerland;181;1;UK_Card;0;Visa
27757;43498,34446;Switzerland;27;1;Goldcard;0;Master
27758;43498,34574;Switzerland;33;1;Moneycard;0;Diners
27759;43498,34736;Austria;285;0;Moneycard;1;Master
27760;43498,34738;Austria;285;0;Moneycard;1;Master
27761;43498,34771;Austria;285;0;UK_Card;1;Master
27762;43498,34787;Austria;285;0;UK_Card;1;Master
27763;43498,34833;Austria;285;1;UK_Card;1;Master
27764;43498,34918;Switzerland;171;0;UK_Card;0;Master
27765;43498,34932;Switzerland;171;1;Simplecard;0;Master
27766;43498,35023;Austria;217;0;Goldcard;1;Master
27767;43498,35252;Germany;109;0;Simplecard;1;Master
27768;43498,355;Germany;290;1;UK_Card;1;Master
27769;43498,3561;Germany;124;0;Simplecard;1;Diners
27770;43498,35815;Austria;140;1;UK_Card;1;Visa
27771;43498,35907;Germany;263;1;UK_Card;0;Visa
27772;43498,35992;Germany;385;0;Simplecard;0;Visa
27773;43498,35997;Germany;385;1;Simplecard;0;Visa
27774;43498,36082;Switzerland;161;1;UK_Card;1;Visa
27775;43498,36159;Germany;290;0;UK_Card;0;Master
27776;43498,362;Germany;290;0;Moneycard;0;Master
27777;43498,36209;Germany;290;1;UK_Card;0;Master
27778;43498,36847;Switzerland;106;1;UK_Card;0;Visa
27779;43498,37226;Austria;243;1;UK_Card;1;Master
27780;43498,37366;Switzerland;438;1;UK_Card;0;Master
27781;43498,37498;Austria;122;0;Moneycard;0;Visa
27782;43498,37944;Germany;320;0;UK_Card;0;Diners
27783;43498,37973;Germany;320;0;Moneycard;0;Diners
27784;43498,38015;Germany;320;0;UK_Card;0;Diners
27785;43498,38042;Germany;320;1;UK_Card;0;Diners
27786;43498,38171;Austria;276;0;Goldcard;0;Diners
27787;43498,3833;Austria;284;0;Moneycard;0;Visa
27788;43498,38332;Austria;284;1;Moneycard;0;Visa
27789;43498,38513;Switzerland;257;0;Simplecard;0;Master
27790;43498,38689;Switzerland;410;0;UK_Card;0;Master
27791;43498,38907;Germany;171;0;UK_Card;0;Visa
27792;43498,38947;Germany;171;0;Simplecard;0;Visa
27793;43498,39104;Germany;315;0;Goldcard;0;Visa
27794;43498,39201;Austria;191;1;Simplecard;0;Master
27795;43498,39561;Germany;240;0;Moneycard;0;Master
27796;43498,39678;Switzerland;37;1;Moneycard;0;Diners
27797;43498,39894;Austria;369;0;Simplecard;0;Master
27798;43498,39953;Austria;369;1;UK_Card;0;Master
27799;43498,40105;Switzerland;341;1;Moneycard;0;Master
27800;43498,40198;Germany;297;0;UK_Card;0;Master
27801;43498,40231;Germany;297;0;UK_Card;0;Master
27802;43498,40255;Germany;297;0;Simplecard;0;Master
27803;43498,40365;Switzerland;239;0;Moneycard;0;Master
27804;43498,40773;Germany;224;0;Goldcard;0;Master
27805;43498,40818;Germany;224;0;UK_Card;0;Master
27806;43498,40862;Germany;224;1;Goldcard;0;Master
27807;43498,41081;Germany;239;1;UK_Card;0;Visa
27808;43498,41259;Germany;315;0;UK_Card;0;Master
27809;43498,4127;Germany;315;0;Simplecard;0;Master
27810;43498,41273;Germany;315;0;UK_Card;0;Master
27811;43498,41291;Germany;315;1;UK_Card;0;Master
27812;43498,41361;Germany;310;0;UK_Card;1;Master
27813;43498,41395;Germany;310;0;Moneycard;1;Master
27814;43498,41606;Germany;256;0;Simplecard;1;Visa
27815;43498,41735;Switzerland;195;0;Simplecard;0;Master
27816;43498,41749;Switzerland;195;0;UK_Card;0;Master
27817;43498,41994;Austria;95;0;UK_Card;0;Visa
